Nom,Prenom,CodeEtudiant,CodeUE,Annee,Note
Dupont,Elizabeth,2221883,HAI260,2024-2025,11.4
Bourbon,Napoleon,2221609,HAI825,2024-2025,10.9
Valjean,Lebron,2221100,HAI405,2024-2025,11.7
Lefevre,Michael,2221450,HAI220,2024-2025,15.8
Lefevre,Luigi,2221674,HAI748,2024-2025,19.5
Brown,Jennifer,2221347,HAI829,2024-2025,11.5
Dupont,Jennifer,2221607,HAI128,2024-2025,18.7
Bonaparte,Patricia,2221052,HAI977,2024-2025,11.0
Bonaparte,Michael,2221787,HAI414,2024-2025,14.7
Jobs,Steve,2221568,HAI198,2024-2025,19.9
Jobs,Kevin,2221484,HAI623,2024-2025,17.6
Bourbon,Pio,2221953,HAI175,2024-2025,18.9
Leroy,Dorian,2221168,HAI816,2024-2025,12.6
Garcia,Kylian,2221277,HAI779,2024-2025,11.1
Trump,Napoleon,2221821,HAI854,2024-2025,15.9
Bros,Dorian,2221870,HAI910,2024-2025,10.9
Jones,Ricardo,2221151,HAI205,2024-2025,11.0
Jobs,Elizabeth,2221748,HAI392,2024-2025,11.2
Smith,Dorian,2221927,HAI626,2024-2025,19.4
Bonaparte,Josselin,2221628,HAI225,2024-2025,15.6
Musk,Mario,2221202,HAI135,2024-2025,15.2
Jobs,John,2221112,HAI255,2024-2025,18.8
Leroy,Patricia,2221629,HAI258,2024-2025,15.0
Miller,Linda,2221598,HAI764,2024-2025,19.6
Bourbon,Linda,2221844,HAI181,2024-2025,16.1
Martinez,Mario,2221915,HAI238,2024-2025,17.6
Miller,David,2221333,HAI351,2024-2025,20.0
Garcia,Mary,2221324,HAI912,2024-2025,16.9
Leroux,Robert,2221831,HAI566,2024-2025,10.7
Bourbon,David,2221324,HAI927,2024-2025,13.7
Johnson,Dorian,2221898,HAI148,2024-2025,13.6
Leroux,James,2221560,HAI339,2024-2025,17.4
Trump,Pio,2221485,HAI789,2024-2025,15.6
Dupont,Donald,2221483,HAI575,2024-2025,12.5
Jameson,Dorian,2221097,HAI109,2024-2025,17.9
Leroy,Josselin,2221685,HAI955,2024-2025,13.9
Valjean,Jennifer,2221262,HAI340,2024-2025,17.8
Dough,Robert,2221800,HAI348,2024-2025,16.5
Jones,Patricia,2221053,HAI721,2024-2025,11.9
Lefevre,Nicolas,2221931,HAI210,2024-2025,13.9
Miller,Elon,2221342,HAI921,2024-2025,15.9
Jones,Michael,2221224,HAI100,2024-2025,16.5
Jameson,Patricia,2221296,HAI879,2024-2025,12.7
Dough,James,2221769,HAI933,2024-2025,16.2
Bonaparte,Nicolas,2221763,HAI198,2024-2025,11.3
Davis,Rayman,2221537,HAI138,2024-2025,17.4
Jones,Josselin,2221395,HAI700,2024-2025,12.0
Jameson,Josselin,2221867,HAI533,2024-2025,13.6
Jobs,Donald,2221599,HAI434,2024-2025,14.6
Bonaparte,Napoleon,2221224,HAI981,2024-2025,17.9
Valjean,Donald,2221898,HAI456,2024-2025,18.1
Bourbon,Rayman,2221264,HAI861,2024-2025,13.8
Miller,Lebron,2221862,HAI891,2024-2025,17.1
Bourbon,Lebron,2221124,HAI269,2024-2025,11.1
Brown,Dorian,2221737,HAI371,2024-2025,10.9
Rodriguez,Florian,2221743,HAI624,2024-2025,11.6
Bonaparte,Pio,2221302,HAI775,2024-2025,14.2
Leroy,Robert,2221928,HAI584,2024-2025,10.5
Bros,Robert,2221320,HAI359,2024-2025,15.9
Lefevre,Linda,2221903,HAI605,2024-2025,12.6
Musk,Kylian,2221168,HAI196,2024-2025,10.4
Rodriguez,James,2221263,HAI961,2024-2025,19.8
Lefevre,David,2221900,HAI539,2024-2025,18.1
Leroy,James,2221868,HAI453,2024-2025,15.6
Jones,Nicolas,2221788,HAI694,2024-2025,17.8
Smith,Robert,2221899,HAI645,2024-2025,10.1
Brown,Patricia,2221561,HAI431,2024-2025,15.4
Jobs,Ricardo,2221042,HAI996,2024-2025,12.8
Bros,James,2221736,HAI955,2024-2025,10.5
Dupont,Patricia,2221116,HAI330,2024-2025,12.9
Miller,Elizabeth,2221084,HAI530,2024-2025,13.7
Martinez,Kylian,2221396,HAI559,2024-2025,13.5
Trump,Rayman,2221465,HAI534,2024-2025,14.3
Gates,Florian,2221217,HAI936,2024-2025,11.2
Bonaparte,Linda,2221292,HAI946,2024-2025,17.3
Smith,James,2221255,HAI742,2024-2025,12.9
Bonaparte,David,2221108,HAI289,2024-2025,18.9
Jones,Napoleon,2221027,HAI561,2024-2025,19.6
Johnson,Robert,2221699,HAI883,2024-2025,14.3
Williams,Robert,2221751,HAI320,2024-2025,14.6
Jameson,Napoleon,2221601,HAI706,2024-2025,14.5
Brown,Josselin,2221365,HAI957,2024-2025,14.2
Gates,James,2221617,HAI329,2024-2025,15.9
Dupont,Josselin,2221587,HAI149,2024-2025,16.2
Johnson,James,2221320,HAI258,2024-2025,12.5
Williams,James,2221268,HAI455,2024-2025,11.0
Davis,Mary,2221538,HAI807,2024-2025,17.5
Lefevre,Elon,2221317,HAI896,2024-2025,10.9
Musk,Steve,2221999,HAI236,2024-2025,10.1
Musk,Kevin,2221392,HAI728,2024-2025,15.8
Miller,Jennifer,2221409,HAI915,2024-2025,13.5
Valjean,Dorian,2221602,HAI368,2024-2025,18.9
Martinez,Steve,2221127,HAI953,2024-2025,18.4
Musk,Elizabeth,2221050,HAI717,2024-2025,19.5
Jones,Pio,2221047,HAI882,2024-2025,17.7
Jameson,Pio,2221308,HAI428,2024-2025,16.4
Musk,John,2221987,HAI187,2024-2025,14.7
Jobs,Michael,2221820,HAI932,2024-2025,19.2
Jobs,Luigi,2221608,HAI985,2024-2025,10.2
Bourbon,Mary,2221855,HAI825,2024-2025,11.5
Valjean,Patricia,2221168,HAI119,2024-2025,16.3
Rodriguez,Mario,2221248,HAI699,2024-2025,16.6
Jones,Linda,2221414,HAI381,2024-2025,12.3
Jones,David,2221876,HAI463,2024-2025,17.6
Smith,Mario,2221002,HAI393,2024-2025,18.8
Valjean,Josselin,2221002,HAI533,2024-2025,11.0
Lefevre,Lebron,2221849,HAI589,2024-2025,13.3
Miller,Donald,2221712,HAI332,2024-2025,17.4
Dupont,Nicolas,2221663,HAI304,2024-2025,15.9
Leroux,Kylian,2221871,HAI202,2024-2025,12.9
Bonaparte,Rayman,2221788,HAI297,2024-2025,18.7
Gates,Mario,2221483,HAI411,2024-2025,17.1
Bonaparte,Lebron,2221960,HAI170,2024-2025,19.1
Johnson,Mario,2221929,HAI390,2024-2025,17.8
Williams,Mario,2221211,HAI257,2024-2025,17.0
Trump,Mary,2221889,HAI378,2024-2025,18.7
Dupont,Napoleon,2221610,HAI300,2024-2025,18.9
Brown,Robert,2221415,HAI274,2024-2025,11.1
Dough,Kylian,2221189,HAI640,2024-2025,13.5
Garcia,Florian,2221531,HAI210,2024-2025,19.3
Leroux,Steve,2221947,HAI367,2024-2025,11.9
Jobs,Nicolas,2221906,HAI427,2024-2025,16.5
Dupont,Pio,2221006,HAI724,2024-2025,15.0
Jobs,Napoleon,2221762,HAI389,2024-2025,11.2
Lefevre,Jennifer,2221145,HAI968,2024-2025,13.5
Jones,Rayman,2221219,HAI843,2024-2025,17.4
Valjean,Napoleon,2221056,HAI169,2024-2025,19.5
Jameson,Rayman,2221946,HAI930,2024-2025,17.4
Jones,Lebron,2221272,HAI966,2024-2025,18.7
Bourbon,Dorian,2221456,HAI938,2024-2025,12.5
Musk,Ricardo,2221391,HAI248,2024-2025,17.5
Jobs,Pio,2221222,HAI338,2024-2025,15.6
Bonaparte,Mary,2221536,HAI949,2024-2025,13.3
Martinez,Ricardo,2221401,HAI589,2024-2025,15.1
Leroy,Kylian,2221068,HAI449,2024-2025,14.0
Miller,Patricia,2221035,HAI894,2024-2025,11.5
Valjean,Pio,2221212,HAI792,2024-2025,14.1
Bros,Kylian,2221934,HAI172,2024-2025,14.1
Smith,Kylian,2221623,HAI618,2024-2025,19.8
Garcia,Mario,2221311,HAI862,2024-2025,19.4
Jobs,Linda,2221073,HAI994,2024-2025,17.5
Miller,Josselin,2221596,HAI735,2024-2025,10.6
Leroy,Mary,2221190,HAI810,2024-2025,11.9
Jobs,David,2221965,HAI329,2024-2025,13.7
Johnson,Kylian,2221069,HAI325,2024-2025,14.7
Williams,Kylian,2221736,HAI316,2024-2025,14.6
Rodriguez,Steve,2221178,HAI423,2024-2025,16.7
Rodriguez,Kevin,2221462,HAI999,2024-2025,12.6
Jones,Jennifer,2221361,HAI289,2024-2025,14.2
Bros,Steve,2221860,HAI192,2024-2025,14.9
Musk,Michael,2221171,HAI338,2024-2025,11.1
Musk,Luigi,2221601,HAI664,2024-2025,11.9
Rodriguez,Elizabeth,2221201,HAI424,2024-2025,16.9
Smith,Steve,2221631,HAI353,2024-2025,19.7
Brown,Rayman,2221445,HAI605,2024-2025,12.2
Martinez,Michael,2221072,HAI301,2024-2025,10.6
Martinez,Luigi,2221079,HAI207,2024-2025,18.5
Dupont,Rayman,2221275,HAI510,2024-2025,20.0
Rodriguez,John,2221887,HAI391,2024-2025,12.3
Jones,Mary,2221298,HAI594,2024-2025,17.8
Gates,Steve,2221521,HAI112,2024-2025,17.4
Gates,Kevin,2221001,HAI516,2024-2025,13.0
Jameson,Mary,2221552,HAI487,2024-2025,15.6
Musk,Florian,2221051,HAI192,2024-2025,12.8
Johnson,Steve,2221388,HAI887,2024-2025,12.5
Williams,Steve,2221655,HAI341,2024-2025,14.9
Williams,Kevin,2221796,HAI628,2024-2025,18.2
Gates,Elizabeth,2221071,HAI840,2024-2025,19.4
Martinez,Florian,2221812,HAI922,2024-2025,11.5
Davis,Florian,2221561,HAI821,2024-2025,11.9
Leroux,Ricardo,2221881,HAI584,2024-2025,11.3
Miller,Nicolas,2221731,HAI278,2024-2025,14.2
Gates,John,2221014,HAI419,2024-2025,14.0
Williams,John,2221951,HAI982,2024-2025,14.5
Davis,James,2221356,HAI488,2024-2025,17.2
Lefevre,Dorian,2221637,HAI579,2024-2025,17.3
Miller,Napoleon,2221910,HAI854,2024-2025,14.4
Jobs,Rayman,2221361,HAI361,2024-2025,11.1
Bonaparte,Dorian,2221118,HAI530,2024-2025,19.1
Jobs,Lebron,2221107,HAI858,2024-2025,12.1
Bourbon,Robert,2221327,HAI743,2024-2025,12.3
Valjean,Rayman,2221309,HAI678,2024-2025,16.0
Lefevre,Patricia,2221528,HAI322,2024-2025,14.1
Brown,Kylian,2221879,HAI806,2024-2025,14.1
Bourbon,James,2221472,HAI492,2024-2025,11.6
Musk,Nicolas,2221257,HAI635,2024-2025,13.9
Rodriguez,Donald,2221967,HAI231,2024-2025,16.3
Miller,Pio,2221105,HAI482,2024-2025,19.0
Lefevre,Josselin,2221529,HAI192,2024-2025,11.5
Leroux,Luigi,2221141,HAI158,2024-2025,13.4
Brown,Mary,2221350,HAI981,2024-2025,17.5
Dupont,Mary,2221791,HAI239,2024-2025,14.4
Trump,Robert,2221766,HAI379,2024-2025,18.9
Gates,Donald,2221795,HAI391,2024-2025,15.8
Leroux,Florian,2221620,HAI227,2024-2025,11.3
Trump,James,2221242,HAI605,2024-2025,15.8
Davis,Mario,2221153,HAI237,2024-2025,12.8
Dough,Luigi,2221340,HAI294,2024-2025,11.8
Jones,Dorian,2221885,HAI233,2024-2025,16.5
Garcia,Steve,2221790,HAI370,2024-2025,10.8
Jobs,Jennifer,2221982,HAI988,2024-2025,13.5
Garcia,Kevin,2221014,HAI980,2024-2025,17.5
Rodriguez,Ricardo,2221876,HAI869,2024-2025,16.5
Dough,Florian,2221707,HAI357,2024-2025,14.0
Bros,Ricardo,2221947,HAI820,2024-2025,16.8
Garcia,Elizabeth,2221198,HAI328,2024-2025,19.0
Bourbon,Mario,2221784,HAI455,2024-2025,13.8
Smith,Ricardo,2221256,HAI140,2024-2025,17.3
Musk,Linda,2221906,HAI179,2024-2025,11.6
Garcia,John,2221185,HAI421,2024-2025,14.7
Musk,David,2221778,HAI719,2024-2025,18.1
Valjean,Mary,2221375,HAI819,2024-2025,11.5
Gates,Ricardo,2221630,HAI300,2024-2025,16.4
Martinez,David,2221035,HAI604,2024-2025,13.4
Lefevre,Napoleon,2221909,HAI211,2024-2025,13.5
Johnson,Ricardo,2221099,HAI245,2024-2025,15.2
Williams,Ricardo,2221384,HAI147,2024-2025,15.2
Lefevre,Robert,2221204,HAI129,2024-2025,11.2
Trump,Mario,2221840,HAI120,2024-2025,17.2
Rodriguez,Michael,2221901,HAI925,2024-2025,12.5
Rodriguez,Luigi,2221423,HAI235,2024-2025,18.9
Bonaparte,Robert,2221180,HAI246,2024-2025,10.3
Musk,Elon,2221409,HAI283,2024-2025,15.6
Miller,Rayman,2221358,HAI164,2024-2025,19.4
Leroux,Mario,2221619,HAI509,2024-2025,11.7
Bros,Luigi,2221082,HAI568,2024-2025,16.9
Lefevre,Pio,2221420,HAI588,2024-2025,14.0
Martinez,Elon,2221284,HAI733,2024-2025,17.7
Bonaparte,James,2221088,HAI886,2024-2025,15.1
Smith,Michael,2221846,HAI908,2024-2025,11.2
Smith,Luigi,2221879,HAI652,2024-2025,17.9
Leroy,Florian,2221632,HAI172,2024-2025,19.0
Dupont,Dorian,2221423,HAI968,2024-2025,12.4
Gates,Michael,2221758,HAI447,2024-2025,15.6
Gates,Luigi,2221109,HAI880,2024-2025,16.1
Bros,Florian,2221745,HAI296,2024-2025,10.4
Johnson,Michael,2221223,HAI224,2024-2025,14.5
Johnson,Luigi,2221387,HAI238,2024-2025,18.1
Williams,Michael,2221228,HAI772,2024-2025,15.1
Williams,Luigi,2221343,HAI889,2024-2025,13.6
Garcia,Donald,2221743,HAI552,2024-2025,17.9
Dough,Mario,2221311,HAI700,2024-2025,11.4
Smith,Florian,2221623,HAI724,2024-2025,14.2
Davis,Kylian,2221820,HAI712,2024-2025,16.5
Musk,Lebron,2221969,HAI128,2024-2025,10.7
Johnson,Florian,2221535,HAI699,2024-2025,19.6
Williams,Florian,2221844,HAI267,2024-2025,10.1
Jones,Robert,2221177,HAI130,2024-2025,17.6
Jameson,Robert,2221085,HAI242,2024-2025,16.3
Jobs,Dorian,2221903,HAI699,2024-2025,10.4
Jones,James,2221816,HAI187,2024-2025,18.5
Bourbon,Kylian,2221438,HAI858,2024-2025,12.9
Rodriguez,Nicolas,2221485,HAI731,2024-2025,14.7
Jameson,James,2221183,HAI328,2024-2025,18.7
Davis,Steve,2221006,HAI520,2024-2025,10.7
Garcia,Ricardo,2221704,HAI604,2024-2025,11.4
Davis,Kevin,2221150,HAI865,2024-2025,12.2
Martinez,Kevin,2221040,HAI774,2024-2025,17.4
Leroux,Elon,2221553,HAI738,2024-2025,14.3
Rodriguez,Napoleon,2221419,HAI483,2024-2025,10.3
Jobs,Patricia,2221830,HAI721,2024-2025,16.5
Martinez,Elizabeth,2221449,HAI121,2024-2025,14.7
Davis,Elizabeth,2221674,HAI796,2024-2025,15.3
Miller,Mary,2221432,HAI923,2024-2025,10.7
Gates,Nicolas,2221376,HAI736,2024-2025,13.4
Martinez,John,2221555,HAI527,2024-2025,17.0
Davis,John,2221703,HAI635,2024-2025,13.1
Leroy,Mario,2221435,HAI687,2024-2025,13.9
Williams,Nicolas,2221479,HAI290,2024-2025,16.1
Bourbon,Steve,2221877,HAI102,2024-2025,15.9
Jobs,Josselin,2221714,HAI331,2024-2025,18.5
Bros,Mario,2221481,HAI588,2024-2025,19.6
Trump,Kylian,2221304,HAI576,2024-2025,17.5
Lefevre,Rayman,2221007,HAI962,2024-2025,10.9
Dough,Elon,2221171,HAI856,2024-2025,11.0
Gates,Napoleon,2221646,HAI171,2024-2025,11.2
Musk,Jennifer,2221409,HAI757,2024-2025,11.6
Rodriguez,Pio,2221436,HAI886,2024-2025,14.4
Martinez,Jennifer,2221516,HAI838,2024-2025,11.0
Garcia,Michael,2221218,HAI228,2024-2025,12.6
Garcia,Luigi,2221806,HAI606,2024-2025,11.0
Brown,Florian,2221941,HAI976,2024-2025,13.4
Jameson,Mario,2221730,HAI849,2024-2025,10.6
Dupont,Robert,2221397,HAI567,2024-2025,18.2
Rodriguez,Linda,2221850,HAI252,2024-2025,17.8
Trump,Steve,2221909,HAI557,2024-2025,14.9
Trump,Kevin,2221723,HAI615,2024-2025,11.0
Gates,Pio,2221295,HAI292,2024-2025,17.6
Rodriguez,David,2221849,HAI558,2024-2025,18.6
Brown,James,2221175,HAI869,2024-2025,11.9
Dupont,James,2221945,HAI127,2024-2025,15.3
Musk,Donald,2221749,HAI132,2024-2025,14.0
Leroux,Kevin,2221386,HAI978,2024-2025,10.2
Smith,David,2221228,HAI372,2024-2025,16.5
Martinez,Donald,2221579,HAI141,2024-2025,10.6
Davis,Donald,2221412,HAI177,2024-2025,15.8
Trump,John,2221284,HAI258,2024-2025,16.6
Leroux,Elizabeth,2221995,HAI439,2024-2025,10.3
Gates,Linda,2221553,HAI896,2024-2025,12.3
Gates,David,2221301,HAI945,2024-2025,17.6
Williams,Linda,2221887,HAI222,2024-2025,15.9
Leroux,John,2221930,HAI298,2024-2025,11.1
Johnson,David,2221033,HAI285,2024-2025,16.9
Williams,David,2221936,HAI848,2024-2025,17.4
Rodriguez,Elon,2221601,HAI615,2024-2025,18.8
Dough,Steve,2221982,HAI260,2024-2025,12.1
Dough,Kevin,2221957,HAI935,2024-2025,12.5
Leroy,Elon,2221351,HAI113,2024-2025,13.3
Bros,Elon,2221687,HAI197,2024-2025,18.1
Jobs,Robert,2221779,HAI495,2024-2025,12.5
Bonaparte,Kylian,2221056,HAI385,2024-2025,12.3
Dough,Elizabeth,2221667,HAI118,2024-2025,10.5
Smith,Elon,2221229,HAI333,2024-2025,10.4
Valjean,Robert,2221125,HAI350,2024-2025,19.5
Miller,Dorian,2221705,HAI792,2024-2025,12.8
Lefevre,Mary,2221018,HAI811,2024-2025,17.4
Leroux,Jennifer,2221923,HAI609,2024-2025,15.5
Jobs,James,2221067,HAI990,2024-2025,11.7
Dough,John,2221294,HAI311,2024-2025,16.8
Gates,Elon,2221551,HAI346,2024-2025,19.1
Garcia,Nicolas,2221748,HAI878,2024-2025,18.1
Valjean,James,2221236,HAI899,2024-2025,11.4
Johnson,Elon,2221438,HAI623,2024-2025,10.5
Williams,Elon,2221767,HAI692,2024-2025,18.8
Brown,Mario,2221528,HAI413,2024-2025,15.7
Davis,Ricardo,2221283,HAI452,2024-2025,11.9
Dupont,Mario,2221221,HAI372,2024-2025,15.6
Garcia,Napoleon,2221438,HAI296,2024-2025,13.8
Dough,Jennifer,2221365,HAI696,2024-2025,15.1
Bonaparte,Steve,2221221,HAI905,2024-2025,13.5
Rodriguez,Lebron,2221036,HAI591,2024-2025,10.5
Musk,Dorian,2221589,HAI432,2024-2025,14.3
Leroux,Donald,2221150,HAI844,2024-2025,11.0
Bourbon,Ricardo,2221602,HAI109,2024-2025,18.4
Leroy,Steve,2221659,HAI868,2024-2025,11.6
Jones,Kylian,2221645,HAI248,2024-2025,16.3
Garcia,Pio,2221534,HAI391,2024-2025,10.5
Leroy,Kevin,2221129,HAI586,2024-2025,17.7
Gates,Lebron,2221707,HAI774,2024-2025,16.0
Musk,Patricia,2221026,HAI477,2024-2025,13.9
Jameson,Kylian,2221298,HAI271,2024-2025,10.2
Bros,Kevin,2221006,HAI656,2024-2025,11.9
Williams,Lebron,2221949,HAI453,2024-2025,11.0
Leroy,Elizabeth,2221554,HAI919,2024-2025,19.8
Martinez,Patricia,2221575,HAI260,2024-2025,10.7
Smith,Kevin,2221501,HAI935,2024-2025,19.5
Davis,Michael,2221296,HAI349,2024-2025,19.6
Davis,Luigi,2221861,HAI749,2024-2025,19.2
Dough,Donald,2221804,HAI706,2024-2025,14.6
Bros,Elizabeth,2221772,HAI643,2024-2025,12.5
Valjean,Mario,2221535,HAI551,2024-2025,17.3
Leroy,John,2221935,HAI369,2024-2025,16.0
Musk,Josselin,2221405,HAI141,2024-2025,18.5
Smith,Elizabeth,2221367,HAI699,2024-2025,18.5
Garcia,Linda,2221177,HAI264,2024-2025,10.0
Bros,John,2221090,HAI341,2024-2025,16.0
Garcia,David,2221209,HAI345,2024-2025,10.5
Trump,Ricardo,2221353,HAI504,2024-2025,14.8
Johnson,Kevin,2221676,HAI340,2024-2025,16.9
Martinez,Josselin,2221875,HAI537,2024-2025,13.8
Smith,John,2221300,HAI161,2024-2025,13.2
Jameson,Steve,2221901,HAI141,2024-2025,11.2
Jameson,Kevin,2221581,HAI970,2024-2025,13.0
Johnson,Elizabeth,2221267,HAI147,2024-2025,13.7
Williams,Elizabeth,2221730,HAI290,2024-2025,17.7
Rodriguez,Jennifer,2221045,HAI691,2024-2025,17.6
Bourbon,Michael,2221423,HAI188,2024-2025,18.2
Bourbon,Luigi,2221098,HAI469,2024-2025,19.2
Bros,Jennifer,2221776,HAI109,2024-2025,14.7
Johnson,John,2221105,HAI426,2024-2025,14.9
Jameson,Elizabeth,2221908,HAI386,2024-2025,13.4
Smith,Jennifer,2221924,HAI346,2024-2025,10.8
Jameson,John,2221249,HAI287,2024-2025,15.8
Garcia,Elon,2221271,HAI508,2024-2025,14.9
Bourbon,Florian,2221991,HAI863,2024-2025,17.8
Gates,Jennifer,2221848,HAI964,2024-2025,18.8
Dough,Ricardo,2221489,HAI501,2024-2025,11.3
Miller,Robert,2221215,HAI644,2024-2025,10.5
Johnson,Jennifer,2221444,HAI526,2024-2025,17.4
Williams,Jennifer,2221993,HAI359,2024-2025,13.0
Miller,James,2221111,HAI351,2024-2025,10.4
Trump,Michael,2221109,HAI154,2024-2025,17.4
Dupont,Kylian,2221320,HAI247,2024-2025,19.4
Trump,Luigi,2221134,HAI638,2024-2025,18.0
Leroy,Donald,2221186,HAI326,2024-2025,13.5
Martinez,Nicolas,2221857,HAI700,2024-2025,15.2
Davis,Nicolas,2221894,HAI259,2024-2025,11.5
Leroux,Patricia,2221955,HAI365,2024-2025,12.6
Bros,Donald,2221255,HAI619,2024-2025,13.0
Leroux,Michael,2221874,HAI719,2024-2025,16.0
Musk,Napoleon,2221637,HAI125,2024-2025,10.8
Smith,Donald,2221535,HAI451,2024-2025,11.5
Trump,Florian,2221513,HAI272,2024-2025,17.7
Garcia,Rayman,2221943,HAI410,2024-2025,12.1
Davis,Napoleon,2221968,HAI136,2024-2025,13.8
Martinez,Napoleon,2221125,HAI576,2024-2025,15.2
Garcia,Lebron,2221595,HAI918,2024-2025,12.1
Leroux,Josselin,2221974,HAI621,2024-2025,16.0
Bonaparte,Ricardo,2221160,HAI266,2024-2025,13.9
Brown,Steve,2221082,HAI386,2024-2025,14.5
Brown,Kevin,2221657,HAI214,2024-2025,17.4
Dough,Patricia,2221186,HAI171,2024-2025,10.9
Johnson,Donald,2221398,HAI812,2024-2025,14.6
Williams,Donald,2221409,HAI815,2024-2025,18.9
Dupont,Steve,2221976,HAI383,2024-2025,18.3
Dough,Michael,2221670,HAI745,2024-2025,17.4
Dupont,Kevin,2221582,HAI623,2024-2025,18.1
Brown,Elizabeth,2221495,HAI772,2024-2025,13.6
Musk,Pio,2221117,HAI424,2024-2025,18.3
Jobs,Kylian,2221008,HAI638,2024-2025,19.0
Brown,John,2221384,HAI447,2024-2025,16.7
Dough,Josselin,2221422,HAI314,2024-2025,11.8
Valjean,Kylian,2221398,HAI282,2024-2025,13.5
Martinez,Pio,2221748,HAI513,2024-2025,13.5
Davis,Pio,2221247,HAI699,2024-2025,17.6
Dupont,John,2221810,HAI951,2024-2025,17.0
Leroy,Ricardo,2221737,HAI685,2024-2025,13.8
Miller,Mario,2221984,HAI531,2024-2025,16.1
Jobs,Mary,2221806,HAI532,2024-2025,17.8
Trump,Nicolas,2221830,HAI728,2024-2025,14.6
Martinez,Linda,2221981,HAI324,2024-2025,12.5
Davis,Linda,2221156,HAI286,2024-2025,11.9
Bonaparte,Luigi,2221105,HAI839,2024-2025,19.9
Davis,David,2221410,HAI572,2024-2025,13.8
Rodriguez,Dorian,2221171,HAI852,2024-2025,10.9
Leroux,Nicolas,2221203,HAI522,2024-2025,14.6
Lefevre,Florian,2221696,HAI474,2024-2025,16.5
Valjean,Steve,2221811,HAI457,2024-2025,18.5
Valjean,Kevin,2221748,HAI552,2024-2025,12.6
Garcia,Jennifer,2221391,HAI265,2024-2025,11.0
Jameson,Ricardo,2221847,HAI604,2024-2025,10.4
Leroux,Napoleon,2221964,HAI127,2024-2025,17.6
Valjean,Elizabeth,2221979,HAI771,2024-2025,14.2
Bonaparte,Florian,2221150,HAI515,2024-2025,11.3
Lefevre,James,2221479,HAI360,2024-2025,12.3
Rodriguez,Patricia,2221039,HAI881,2024-2025,19.3
Leroy,Michael,2221008,HAI701,2024-2025,11.4
Leroy,Luigi,2221478,HAI952,2024-2025,12.1
Gates,Dorian,2221026,HAI238,2024-2025,16.7
Valjean,John,2221516,HAI814,2024-2025,12.5
Bros,Patricia,2221077,HAI708,2024-2025,18.4
Dough,Nicolas,2221296,HAI613,2024-2025,18.3
Bros,Michael,2221790,HAI986,2024-2025,13.8
Williams,Dorian,2221580,HAI481,2024-2025,16.6
Davis,Elon,2221114,HAI239,2024-2025,15.0
Smith,Patricia,2221629,HAI209,2024-2025,10.6
Brown,Donald,2221115,HAI126,2024-2025,16.1
Rodriguez,Josselin,2221239,HAI232,2024-2025,19.5
Dough,Napoleon,2221795,HAI391,2024-2025,11.3
Gates,Patricia,2221476,HAI912,2024-2025,11.9
Bros,Josselin,2221572,HAI575,2024-2025,14.4
Leroux,Pio,2221877,HAI840,2024-2025,11.0
Johnson,Patricia,2221813,HAI742,2024-2025,15.0
Williams,Patricia,2221079,HAI454,2024-2025,12.9
Smith,Josselin,2221195,HAI639,2024-2025,14.7
Jones,Luigi,2221257,HAI301,2024-2025,13.1
Bourbon,Elon,2221254,HAI409,2024-2025,18.0
Trump,Linda,2221888,HAI221,2024-2025,16.2
Jameson,Michael,2221336,HAI280,2024-2025,18.6
Jameson,Luigi,2221576,HAI394,2024-2025,15.2
Gates,Josselin,2221523,HAI719,2024-2025,17.5
Trump,David,2221704,HAI829,2024-2025,15.9
Musk,Rayman,2221594,HAI819,2024-2025,10.7
Johnson,Josselin,2221445,HAI388,2024-2025,10.4
Williams,Josselin,2221252,HAI959,2024-2025,11.9
Leroux,Linda,2221570,HAI210,2024-2025,10.9
Martinez,Rayman,2221240,HAI350,2024-2025,13.3
Dough,Pio,2221109,HAI196,2024-2025,16.9
Leroux,David,2221127,HAI552,2024-2025,14.0
Martinez,Lebron,2221085,HAI281,2024-2025,16.7
Jones,Florian,2221002,HAI683,2024-2025,11.5
Davis,Lebron,2221194,HAI658,2024-2025,10.6
Jameson,Florian,2221517,HAI671,2024-2025,19.2
Lefevre,Mario,2221321,HAI865,2024-2025,10.5
Brown,Ricardo,2221605,HAI221,2024-2025,13.9
Dupont,Ricardo,2221680,HAI262,2024-2025,15.7
Miller,Kylian,2221455,HAI891,2024-2025,17.5
Dough,Linda,2221622,HAI515,2024-2025,10.1
Leroy,Nicolas,2221244,HAI481,2024-2025,17.1
Bonaparte,Mario,2221582,HAI814,2024-2025,14.4
Trump,Elon,2221310,HAI812,2024-2025,19.5
Dough,David,2221239,HAI605,2024-2025,11.6
Bros,Nicolas,2221513,HAI982,2024-2025,18.1
Smith,Nicolas,2221717,HAI985,2024-2025,15.7
Leroy,Napoleon,2221154,HAI834,2024-2025,18.4
Bros,Napoleon,2221670,HAI308,2024-2025,14.8
Rodriguez,Robert,2221160,HAI685,2024-2025,13.5
Smith,Napoleon,2221465,HAI300,2024-2025,11.9
Johnson,Nicolas,2221587,HAI662,2024-2025,19.1
Miller,Steve,2221738,HAI372,2024-2025,10.5
Miller,Kevin,2221107,HAI444,2024-2025,15.5
Bourbon,Kevin,2221011,HAI522,2024-2025,12.5
Garcia,Dorian,2221877,HAI720,2024-2025,15.4
